year_month,n_stocks,n_hold,avg_monthly_ur,demand_elasticity
200809,528,30,0.0005703573735161367,62.511781943496295
200810,530,39,0.00044477916192995324,79.87891653322347
200811,538,29,0.00043520714827763784,81.6137916815843
200812,535,29,0.0005603327407387158,63.61225846509916
200901,533,28,0.0005750652769908318,62.00820166568535
200902,540,31,0.0005004456942296076,71.10490607497015
200903,544,27,0.0005764901958577011,61.85740684174586
200904,549,31,0.000579010302379252,61.5925287433142
200905,560,32,0.0007339159288325315,48.80342953640326
200906,563,32,0.0007107814773760256,50.359331252000956
200907,566,31,0.0007949584934843796,45.1327423722648
200908,567,36,0.0007038785213817193,50.8433995694602
200909,575,32,0.0007979072939311163,44.96964240888198
200910,576,35,0.0007456088288871403,48.053759331087996
200911,579,38,0.0007214771255565245,49.62759628384257
200912,579,37,0.0007153239478467135,50.0458882233703
201001,578,35,0.0005729914587381887,62.22900761356779
201002,578,38,0.0005338518025489149,66.71804800897957
201003,575,39,0.0006485726724321619,55.09370434623035
201004,574,35,0.0008193665783371759,43.818073518191085
201005,574,35,0.0008443867347394848,42.549324434157654
201006,576,34,0.0008857134899446002,40.61066280223901
201007,574,33,0.0008912700149696948,40.36371447521748
201008,577,33,0.0009993348283695897,36.107050603678815
201009,577,34,0.0009933874637024272,36.31723488721146
201010,579,30,0.001114263094181707,32.48600951856406
201011,579,29,0.001185101991384645,30.6039485585531
201012,580,29,0.00120303343493647,30.162696040482516
201101,579,28,0.0012166442718842083,29.836447267578055
201102,581,33,0.0010318162923869008,35.0018844909211
201103,580,30,0.001122903407412409,32.24373669008262
201104,580,31,0.0011007348629019575,32.87297829115346
201105,580,32,0.0010491673678649923,34.43956308990394
201106,581,28,0.001038572586748029,34.78068980180162
201107,581,29,0.0011721472692611395,30.931135199167255
201108,584,30,0.0011203712791426489,32.31435002192957
201109,587,31,0.0010300113491569702,35.06146778703429
201110,588,30,0.0011573954791643981,31.312627810607278
201111,588,28,0.0012086204853514484,30.027886598652238
201112,585,30,0.001112491294582309,32.53615543819805
201201,594,30,0.0011607739825653274,31.224401060449672
201202,598,30,0.0011758383369508804,30.83717853643639
201203,598,30,0.0011861819117801595,30.576996615079132
201204,600,29,0.0012042231695818845,30.133884213315046
201205,600,26,0.001355179856405454,26.888592000361935
201206,599,26,0.0013236552835895641,27.50516250307096
201207,599,31,0.0011366521367974084,31.865818357092508
201208,601,27,0.0012996220829655405,27.995307981789747
201209,602,31,0.001128338364649857,32.093242495992726
201210,605,27,0.0012494637813122585,29.07900390097179
201211,606,30,0.0011560169217283125,31.34877580955969
201212,605,28,0.0009694548270392291,37.189100730703984
201301,614,28,0.001013537016291668,35.61511304042372
201302,613,30,0.0009903096077221237,36.42699991600424
201303,614,32,0.0009380183026962291,38.40193372426283
201304,615,37,0.0008122220395356654,44.19471361506845
201305,615,36,0.0008585418531626033,41.864284321553285
201306,622,29,0.0009516589740867938,37.86583045492318
201307,621,29,0.0010018665153920913,36.01833612620488
201308,621,32,0.000910195384756829,39.54523872252215
201309,619,27,0.0009433340767968928,38.19117039502821
201310,622,28,0.0009279851660194346,38.806313801416
201311,627,29,0.0009273467757500419,38.83233986144399
201312,621,32,0.0008540020010685025,42.08151777828877
201401,625,29,0.0009810525691932848,36.76128282140787
201402,625,32,0.0008855793620615301,40.6166621452412
201403,623,33,0.0008630267216507712,41.65192595946837
201404,621,31,0.0009323172255796264,38.63064483526855
201405,620,30,0.0009337520504453275,38.57282072136565
201406,619,30,0.0009213029676868168,39.080522499213366
201407,621,34,0.000749926009073189,47.78287986430656
201408,623,30,0.0008513420565696269,42.209873421448385
201409,623,33,0.0008072550632196873,44.46048725871188
201410,622,34,0.0008038178648249578,44.646328260233204
201411,622,34,0.0008031107125924074,44.68475957236478
201412,626,29,0.0009003454356624385,39.96693091332959
201501,633,31,0.0008695830401483,41.34542622129181
201502,642,27,0.0010418819221961033,34.67339200553516
201503,644,29,0.0008650329936763809,41.55764190043727
201504,658,29,0.0009527721391430867,37.82275850461348
201505,643,29,0.0008492506644945188,42.311358184773376
201506,663,31,0.0008356061500165301,42.98592649048339
201507,649,33,0.0007649275513906975,46.86538728511607
201508,659,31,0.0008311758387324894,43.20971875589062
201509,664,36,0.0007688087990574703,46.633840862124785
201610,652,36,0.0007936733356177506,45.20420444424116
201611,652,37,0.0007510333665796481,47.71390107388684
201612,661,41,0.0007082265142743595,50.53739754510068
201701,672,39,0.0007235681489660142,49.487068481005984
201702,680,38,0.0007529194743072879,47.59687999419605
201703,681,40,0.0007412078924949377,48.33314194955025
201704,680,39,0.0007307613926503234,49.00978642611155
201705,688,39,0.0007268200363580213,49.27013102911783
201706,700,40,0.0007195140639845211,49.76026772194494
201707,717,40,0.0007212585496081243,49.64233277879565
201708,715,39,0.0007624679023184369,47.01334467052427
201709,713,40,0.0007489056163259017,47.846622090656716
201806,713,40,0.0007484495832288543,47.87516591062392
201807,722,41,0.000731641184312322,48.952055108222815
201808,724,41,0.0007402117650776382,48.396839721819426
201809,731,44,0.0006962963245394471,51.386160537031934
201810,726,40,0.0007460538877683221,48.025689383559225
201811,733,35,0.0008762866248746889,41.0367840769074
201812,736,36,0.0008463578302573897,42.45255958572559
201901,738,38,0.0008458152436141988,42.47915121472152
201902,747,38,0.000864668104390103,41.57475719465366
201903,747,33,0.0009519503865690091,37.85454503152993
201904,754,33,0.0009331106347689962,38.598648094151564
201905,748,32,0.000928054251372284,38.8034994589085
201910,744,32,0.0009085327587940899,39.61577697666843
201911,749,29,0.0010061508233897257,35.86922395132846
201912,740,29,0.0010021918520252157,36.006968295235296
202001,747,29,0.0010246012797398981,35.24131814328409
202002,742,29,0.0010112180793471822,35.694492816266745
202003,742,31,0.0009659827415098647,37.319177229556736
202004,743,31,0.0009553795001846843,37.72226417126163
202005,736,29,0.0010755179628150302,33.62028120642708
202006,732,29,0.0010947838577069569,33.046232818113765
202007,728,29,0.0010557320147207045,34.23163255484993
202008,728,28,0.0010606235909259591,34.07836888576149
202009,728,26,0.0011357536640057698,31.890235709960816
202010,725,23,0.0012609687935223545,28.82281256270273
202011,734,27,0.0011091234698544622,32.63191415847824
202012,740,23,0.0012814523962551498,28.378073888750496
202101,740,30,0.0009558036710633616,37.705967398679434
202102,749,29,0.0010191353722096093,35.42496389221007
202103,751,30,0.0009184440207265265,39.19906014722295
202104,752,30,0.0009739143878611977,37.02339058429641
202105,751,31,0.000934778961943008,38.53154469444389
202106,751,33,0.0008863240642873439,40.58337565594499
202107,749,34,0.0008526782642703395,42.14529460840891
202108,756,32,0.0008911983685673467,40.36687905520851
202109,763,34,0.0008244891116952781,43.55204573587675
202110,767,33,0.0008712288344410631,41.26921171875334
202111,759,35,0.000781133410788327,45.91383661874491
202112,772,34,0.000754367979847294,47.507406632889996
202201,777,34,0.0008094393208939359,44.3432099034228
202202,791,33,0.0009059981224339865,39.7238091568409
202203,807,33,0.0009149658762801946,39.34426976907936
202204,812,34,0.001037074146669008,34.82949859687049
202205,822,40,0.0009324136496447043,38.6267533223677
202206,823,43,0.0009690796269500639,37.203112121969845
202207,824,34,0.000992717928745785,36.34105446641338
202208,832,34,0.0009756594814930256,36.95895807408362
202209,832,31,0.0011198496338780473,32.32893678599936
202210,860,29,0.0012001087290396074,30.233766525192898
202211,880,28,0.0012172627877334258,29.821794885323495
202212,890,29,0.0012106365055253947,29.979547725073903
202301,896,29,0.0011851866093095782,30.601834946504855
202302,904,31,0.001138408243384254,31.81820479909144
202303,906,30,0.0011591655054367883,31.266340936680898
202304,914,31,0.001130996844968736,32.020155843635166
202305,921,29,0.0011392416453705867,31.795660018360206
202306,926,34,0.0009593010550064867,37.57214615421499
202307,937,33,0.0010242352129424693,35.25355616196775
202308,948,34,0.0009962838185806227,36.21456209092367
202309,953,33,0.0009505804876478709,37.90765679022241
202310,999,32,0.0010206620295245422,35.37347268216983
202311,1005,29,0.0011108091037469515,32.58391326758709
202312,1009,30,0.0010376235916854711,34.811585116912596
202401,1029,28,0.001106575746200921,32.70474186700611
202402,1024,29,0.00106351421583803,33.988462088346
202403,1024,28,0.0010951112050860375,33.03665365366572
202404,1023,26,0.0011834696142287383,30.644781722979644
202405,1024,27,0.00115570376999503,31.35699917266926
202406,1028,27,0.0011465761953720764,31.598662811244594
202407,1042,27,0.0012334231510434527,29.44417048594371
202408,1046,30,0.0010966073449468912,32.992944923498555
202409,1051,32,0.0009640401652418664,37.392361702883804
202410,1079,29,0.0011742823354131608,30.87671476574327
202411,1085,24,0.0012603812692299095,28.835782112999777
202412,1081,27,0.0012060485955602644,30.089788354085265
202501,1083,30,0.0011028550757551387,32.811703242665516
202502,1085,34,0.0011907503299237873,30.463521871822927
202503,1084,27,0.0011797768700082358,30.73757096063848
202504,1085,29,0.0011271566392847818,32.12584104712512
